parent	category	uri	wiki
	fr:copeaux-de-chocolat-noir	/category/fr:copeaux-de-chocolat-noir	
	cured-pork-loin	/category/cured-pork-loin	
	ru:2	/category/ru:2	
	ru:молоко-питьевое-ультрапастеризованное-гост-31450-2013-1-5	/category/ru:%D0%BC%D0%BE%D0%BB%D0%BE%D0%BA%D0%BE-%D0%BF%D0%B8%D1%82%D1%8C%D0%B5%D0%B2%D0%BE%D0%B5-%D1%83%D0%BB%D1%8C%D1%82%D1%80%D0%B0%D0%BF%D0%B0%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5-%D0%B3%D0%BE%D1%81%D1%82-31450-2013-1-5	
	ru:творог-с-массовой-долей-жира-9	/category/ru:%D1%82%D0%B2%D0%BE%D1%80%D0%BE%D0%B3-%D1%81-%D0%BC%D0%B0%D1%81%D1%81%D0%BE%D0%B2%D0%BE%D0%B9-%D0%B4%D0%BE%D0%BB%D0%B5%D0%B9-%D0%B6%D0%B8%D1%80%D0%B0-9	
	ru:яйца-куриные-пищевые-столовые-отборные-по-гост-31654-2012	/category/ru:%D1%8F%D0%B9%D1%86%D0%B0-%D0%BA%D1%83%D1%80%D0%B8%D0%BD%D1%8B%D0%B5-%D0%BF%D0%B8%D1%89%D0%B5%D0%B2%D1%8B%D0%B5-%D1%81%D1%82%D0%BE%D0%BB%D0%BE%D0%B2%D1%8B%D0%B5-%D0%BE%D1%82%D0%B1%D0%BE%D1%80%D0%BD%D1%8B%D0%B5-%D0%BF%D0%BE-%D0%B3%D0%BE%D1%81%D1%82-31654-2012	
	ru:китайский-зеленый-крупнолистовой-байховый-чай	/category/ru:%D0%BA%D0%B8%D1%82%D0%B0%D0%B9%D1%81%D0%BA%D0%B8%D0%B9-%D0%B7%D0%B5%D0%BB%D0%B5%D0%BD%D1%8B%D0%B9-%D0%BA%D1%80%D1%83%D0%BF%D0%BD%D0%BE%D0%BB%D0%B8%D1%81%D1%82%D0%BE%D0%B2%D0%BE%D0%B9-%D0%B1%D0%B0%D0%B9%D1%85%D0%BE%D0%B2%D1%8B%D0%B9-%D1%87%D0%B0%D0%B9	
	ru:молоко-цельное-отборное-питьевое-пастеризованное-3-5	/category/ru:%D0%BC%D0%BE%D0%BB%D0%BE%D0%BA%D0%BE-%D1%86%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5-%D0%BE%D1%82%D0%B1%D0%BE%D1%80%D0%BD%D0%BE%D0%B5-%D0%BF%D0%B8%D1%82%D1%8C%D0%B5%D0%B2%D0%BE%D0%B5-%D0%BF%D0%B0%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5-3-5	
	ru:boissons-fermentees	/category/ru:boissons-fermentees	
ru:boissons-fermentees	Fermented teas	/category/fermented-teas	Q16241634
ru:boissons-fermentees	Kvass	/category/kvass	Q173773
	ru:печенье-сахарное-вкус-топленое-молоко	/category/ru:%D0%BF%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%D0%B5-%D1%81%D0%B0%D1%85%D0%B0%D1%80%D0%BD%D0%BE%D0%B5-%D0%B2%D0%BA%D1%83%D1%81-%D1%82%D0%BE%D0%BF%D0%BB%D0%B5%D0%BD%D0%BE%D0%B5-%D0%BC%D0%BE%D0%BB%D0%BE%D0%BA%D0%BE	
	ru:печенье-сахарное-сгущенное-молоко	/category/ru:%D0%BF%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%D0%B5-%D1%81%D0%B0%D1%85%D0%B0%D1%80%D0%BD%D0%BE%D0%B5-%D1%81%D0%B3%D1%83%D1%89%D0%B5%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BC%D0%BE%D0%BB%D0%BE%D0%BA%D0%BE	
	ru:изделия-хлебобулочные-сухарные-с-изюмом-гост-р-54645-2011	/category/ru:%D0%B8%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D1%8F-%D1%85%D0%BB%D0%B5%D0%B1%D0%BE%D0%B1%D1%83%D0%BB%D0%BE%D1%87%D0%BD%D1%8B%D0%B5-%D1%81%D1%83%D1%85%D0%B0%D1%80%D0%BD%D1%8B%D0%B5-%D1%81-%D0%B8%D0%B7%D1%8E%D0%BC%D0%BE%D0%BC-%D0%B3%D0%BE%D1%81%D1%82-%D1%80-54645-2011	
	fr:пиво-пшеничное-нефильтрованное	/category/fr:%D0%BF%D0%B8%D0%B2%D0%BE-%D0%BF%D1%88%D0%B5%D0%BD%D0%B8%D1%87%D0%BD%D0%BE%D0%B5-%D0%BD%D0%B5%D1%84%D0%B8%D0%BB%D1%8C%D1%82%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5	
	ru:безалкогольный-напиток	/category/ru:%D0%B1%D0%B5%D0%B7%D0%B0%D0%BB%D0%BA%D0%BE%D0%B3%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9-%D0%BD%D0%B0%D0%BF%D0%B8%D1%82%D0%BE%D0%BA	
	ru:пшено-шлифованное-первого-сорта	/category/ru:%D0%BF%D1%88%D0%B5%D0%BD%D0%BE-%D1%88%D0%BB%D0%B8%D1%84%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D0%B5%D1%80%D0%B2%D0%BE%D0%B3%D0%BE-%D1%81%D0%BE%D1%80%D1%82%D0%B0	
	fr:preparation-a-base-de-volaille	/category/fr:preparation-a-base-de-volaille	
	ru:масло-крестьянское-сладкосливочное-несолёное-массовая-доля-жира-72-5-высший-сорт	/category/ru:%D0%BC%D0%B0%D1%81%D0%BB%D0%BE-%D0%BA%D1%80%D0%B5%D1%81%D1%82%D1%8C%D1%8F%D0%BD%D1%81%D0%BA%D0%BE%D0%B5-%D1%81%D0%BB%D0%B0%D0%B4%D0%BA%D0%BE%D1%81%D0%BB%D0%B8%D0%B2%D0%BE%D1%87%D0%BD%D0%BE%D0%B5-%D0%BD%D0%B5%D1%81%D0%BE%D0%BB%D1%91%D0%BD%D0%BE%D0%B5-%D0%BC%D0%B0%D1%81%D1%81%D0%BE%D0%B2%D0%B0%D1%8F-%D0%B4%D0%BE%D0%BB%D1%8F-%D0%B6%D0%B8%D1%80%D0%B0-72-5-%D0%B2%D1%8B%D1%81%D1%88%D0%B8%D0%B9-%D1%81%D0%BE%D1%80%D1%82	
	ru:желатин-пищевой-быстрорастворимый	/category/ru:%D0%B6%D0%B5%D0%BB%D0%B0%D1%82%D0%B8%D0%BD-%D0%BF%D0%B8%D1%89%D0%B5%D0%B2%D0%BE%D0%B9-%D0%B1%D1%8B%D1%81%D1%82%D1%80%D0%BE%D1%80%D0%B0%D1%81%D1%82%D0%B2%D0%BE%D1%80%D0%B8%D0%BC%D1%8B%D0%B9	
	ru:огурцы-солёные-бочковые-по-домашнему	/category/ru:%D0%BE%D0%B3%D1%83%D1%80%D1%86%D1%8B-%D1%81%D0%BE%D0%BB%D1%91%D0%BD%D1%8B%D0%B5-%D0%B1%D0%BE%D1%87%D0%BA%D0%BE%D0%B2%D1%8B%D0%B5-%D0%BF%D0%BE-%D0%B4%D0%BE%D0%BC%D0%B0%D1%88%D0%BD%D0%B5%D0%BC%D1%83	
	ru:мусс-яблочный	/category/ru:%D0%BC%D1%83%D1%81%D1%81-%D1%8F%D0%B1%D0%BB%D0%BE%D1%87%D0%BD%D1%8B%D0%B9	
	ru:вино-столовое-полусладкое-белое	/category/ru:%D0%B2%D0%B8%D0%BD%D0%BE-%D1%81%D1%82%D0%BE%D0%BB%D0%BE%D0%B2%D0%BE%D0%B5-%D0%BF%D0%BE%D0%BB%D1%83%D1%81%D0%BB%D0%B0%D0%B4%D0%BA%D0%BE%D0%B5-%D0%B1%D0%B5%D0%BB%D0%BE%D0%B5	
	ru:галеты-классические	/category/ru:%D0%B3%D0%B0%D0%BB%D0%B5%D1%82%D1%8B-%D0%BA%D0%BB%D0%B0%D1%81%D1%81%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5	
	mousse	/category/mousse	
	ru:полуфабрикаты-рубленые-из-мяса-цб-охл-зразы-филейные-с-сыром-4л-охл-фреш	/category/ru:%D0%BF%D0%BE%D0%BB%D1%83%D1%84%D0%B0%D0%B1%D1%80%D0%B8%D0%BA%D0%B0%D1%82%D1%8B-%D1%80%D1%83%D0%B1%D0%BB%D0%B5%D0%BD%D1%8B%D0%B5-%D0%B8%D0%B7-%D0%BC%D1%8F%D1%81%D0%B0-%D1%86%D0%B1-%D0%BE%D1%85%D0%BB-%D0%B7%D1%80%D0%B0%D0%B7%D1%8B-%D1%84%D0%B8%D0%BB%D0%B5%D0%B9%D0%BD%D1%8B%D0%B5-%D1%81-%D1%81%D1%8B%D1%80%D0%BE%D0%BC-4%D0%BB-%D0%BE%D1%85%D0%BB-%D1%84%D1%80%D0%B5%D1%88	
	ru:openpetfoodfacts	/category/ru:openpetfoodfacts	
	fr:lait-longue-conservation	/category/fr:lait-longue-conservation	
	ru:томаты-маринованные-консервы-овощные-стерилизованные-сорт-первый	/category/ru:%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D1%8B-%D0%BC%D0%B0%D1%80%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5-%D0%BA%D0%BE%D0%BD%D1%81%D0%B5%D1%80%D0%B2%D1%8B-%D0%BE%D0%B2%D0%BE%D1%89%D0%BD%D1%8B%D0%B5-%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%BB%D0%B8%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5-%D1%81%D0%BE%D1%80%D1%82-%D0%BF%D0%B5%D1%80%D0%B2%D1%8B%D0%B9	
	ru:консервы-из-фасоли-фасоль-красная-натуральная-стерилизованная-гост-р-54679-2011	/category/ru:%D0%BA%D0%BE%D0%BD%D1%81%D0%B5%D1%80%D0%B2%D1%8B-%D0%B8%D0%B7-%D1%84%D0%B0%D1%81%D0%BE%D0%BB%D0%B8-%D1%84%D0%B0%D1%81%D0%BE%D0%BB%D1%8C-%D0%BA%D1%80%D0%B0%D1%81%D0%BD%D0%B0%D1%8F-%D0%BD%D0%B0%D1%82%D1%83%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F-%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%BB%D0%B8%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%B0%D1%8F-%D0%B3%D0%BE%D1%81%D1%82-%D1%80-54679-2011	
	fr:pommes-de-terre-galante	/category/fr:pommes-de-terre-galante	
	ru:крупа-кукурузная-шлифованная-№-4	/category/ru:%D0%BA%D1%80%D1%83%D0%BF%D0%B0-%D0%BA%D1%83%D0%BA%D1%83%D1%80%D1%83%D0%B7%D0%BD%D0%B0%D1%8F-%D1%88%D0%BB%D0%B8%D1%84%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%B0%D1%8F-%E2%84%96-4	
	ru:крупа-гречневая-продел-быстроразваривающийся-пропаренный-гост-р-55290-2012	/category/ru:%D0%BA%D1%80%D1%83%D0%BF%D0%B0-%D0%B3%D1%80%D0%B5%D1%87%D0%BD%D0%B5%D0%B2%D0%B0%D1%8F-%D0%BF%D1%80%D0%BE%D0%B4%D0%B5%D0%BB-%D0%B1%D1%8B%D1%81%D1%82%D1%80%D0%BE%D1%80%D0%B0%D0%B7%D0%B2%D0%B0%D1%80%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B8%D0%B9%D1%81%D1%8F-%D0%BF%D1%80%D0%BE%D0%BF%D0%B0%D1%80%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9-%D0%B3%D0%BE%D1%81%D1%82-%D1%80-55290-2012	
	ru:макаронные-изделия-из-твердых-сортов-пшеницы-спирали-группа-а-высший-сорт-гост-31743-2012	/category/ru:%D0%BC%D0%B0%D0%BA%D0%B0%D1%80%D0%BE%D0%BD%D0%BD%D1%8B%D0%B5-%D0%B8%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D1%8F-%D0%B8%D0%B7-%D1%82%D0%B2%D0%B5%D1%80%D0%B4%D1%8B%D1%85-%D1%81%D0%BE%D1%80%D1%82%D0%BE%D0%B2-%D0%BF%D1%88%D0%B5%D0%BD%D0%B8%D1%86%D1%8B-%D1%81%D0%BF%D0%B8%D1%80%D0%B0%D0%BB%D0%B8-%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D0%B0-%D0%B0-%D0%B2%D1%8B%D1%81%D1%88%D0%B8%D0%B9-%D1%81%D0%BE%D1%80%D1%82-%D0%B3%D0%BE%D1%81%D1%82-31743-2012	
	ru:хлеб-дарницкий-формовой-в-упаковке-нарезанная-часть-изделия	/category/ru:%D1%85%D0%BB%D0%B5%D0%B1-%D0%B4%D0%B0%D1%80%D0%BD%D0%B8%D1%86%D0%BA%D0%B8%D0%B9-%D1%84%D0%BE%D1%80%D0%BC%D0%BE%D0%B2%D0%BE%D0%B9-%D0%B2-%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BA%D0%B5-%D0%BD%D0%B0%D1%80%D0%B5%D0%B7%D0%B0%D0%BD%D0%BD%D0%B0%D1%8F-%D1%87%D0%B0%D1%81%D1%82%D1%8C-%D0%B8%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D1%8F	
	parve	/category/parve	
	ru:изделия-булочные-батоны-нарезные-нарезанные-в-упаковке-из-муки-пшеничной-высшего-сорта	/category/ru:%D0%B8%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D1%8F-%D0%B1%D1%83%D0%BB%D0%BE%D1%87%D0%BD%D1%8B%D0%B5-%D0%B1%D0%B0%D1%82%D0%BE%D0%BD%D1%8B-%D0%BD%D0%B0%D1%80%D0%B5%D0%B7%D0%BD%D1%8B%D0%B5-%D0%BD%D0%B0%D1%80%D0%B5%D0%B7%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5-%D0%B2-%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BA%D0%B5-%D0%B8%D0%B7-%D0%BC%D1%83%D0%BA%D0%B8-%D0%BF%D1%88%D0%B5%D0%BD%D0%B8%D1%87%D0%BD%D0%BE%D0%B9-%D0%B2%D1%8B%D1%81%D1%88%D0%B5%D0%B3%D0%BE-%D1%81%D0%BE%D1%80%D1%82%D0%B0	
	ru:изделия-булочные-батоны-нарезные-нарезанные-в-упаковке-из-муки-пшеничной-высшего-сорта-гост-27844-88	/category/ru:%D0%B8%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D1%8F-%D0%B1%D1%83%D0%BB%D0%BE%D1%87%D0%BD%D1%8B%D0%B5-%D0%B1%D0%B0%D1%82%D0%BE%D0%BD%D1%8B-%D0%BD%D0%B0%D1%80%D0%B5%D0%B7%D0%BD%D1%8B%D0%B5-%D0%BD%D0%B0%D1%80%D0%B5%D0%B7%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5-%D0%B2-%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BA%D0%B5-%D0%B8%D0%B7-%D0%BC%D1%83%D0%BA%D0%B8-%D0%BF%D1%88%D0%B5%D0%BD%D0%B8%D1%87%D0%BD%D0%BE%D0%B9-%D0%B2%D1%8B%D1%81%D1%88%D0%B5%D0%B3%D0%BE-%D1%81%D0%BE%D1%80%D1%82%D0%B0-%D0%B3%D0%BE%D1%81%D1%82-27844-88	
	ru:горбуша-натуральная-консервированная	/category/ru:%D0%B3%D0%BE%D1%80%D0%B1%D1%83%D1%88%D0%B0-%D0%BD%D0%B0%D1%82%D1%83%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F-%D0%BA%D0%BE%D0%BD%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%B0%D1%8F	
	ru:сахар-белый-кусковой-категории-тс2-свекловичный-или-из-тростникового-сахара-сырца-гост-33222-2015	/category/ru:%D1%81%D0%B0%D1%85%D0%B0%D1%80-%D0%B1%D0%B5%D0%BB%D1%8B%D0%B9-%D0%BA%D1%83%D1%81%D0%BA%D0%BE%D0%B2%D0%BE%D0%B9-%D0%BA%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D0%B8-%D1%82%D1%812-%D1%81%D0%B2%D0%B5%D0%BA%D0%BB%D0%BE%D0%B2%D0%B8%D1%87%D0%BD%D1%8B%D0%B9-%D0%B8%D0%BB%D0%B8-%D0%B8%D0%B7-%D1%82%D1%80%D0%BE%D1%81%D1%82%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE-%D1%81%D0%B0%D1%85%D0%B0%D1%80%D0%B0-%D1%81%D1%8B%D1%80%D1%86%D0%B0-%D0%B3%D0%BE%D1%81%D1%82-33222-2015	
	ru:вермишель-короткая-группы-в-высшего-сорта	/category/ru:%D0%B2%D0%B5%D1%80%D0%BC%D0%B8%D1%88%D0%B5%D0%BB%D1%8C-%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%B0%D1%8F-%D0%B3%D1%80%D1%83%D0%BF%D0%BF%D1%8B-%D0%B2-%D0%B2%D1%8B%D1%81%D1%88%D0%B5%D0%B3%D0%BE-%D1%81%D0%BE%D1%80%D1%82%D0%B0	
	ru:вермишель-короткая-изготовленная-из-пшеничной-хлебопекарной-муки-высшего-сорта	/category/ru:%D0%B2%D0%B5%D1%80%D0%BC%D0%B8%D1%88%D0%B5%D0%BB%D1%8C-%D0%BA%D0%BE%D1%80%D0%BE%D1%82%D0%BA%D0%B0%D1%8F-%D0%B8%D0%B7%D0%B3%D0%BE%D1%82%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F-%D0%B8%D0%B7-%D0%BF%D1%88%D0%B5%D0%BD%D0%B8%D1%87%D0%BD%D0%BE%D0%B9-%D1%85%D0%BB%D0%B5%D0%B1%D0%BE%D0%BF%D0%B5%D0%BA%D0%B0%D1%80%D0%BD%D0%BE%D0%B9-%D0%BC%D1%83%D0%BA%D0%B8-%D0%B2%D1%8B%D1%81%D1%88%D0%B5%D0%B3%D0%BE-%D1%81%D0%BE%D1%80%D1%82%D0%B0	
	fr:carottes-rapees-et-quinoa-legumes	/category/fr:carottes-rapees-et-quinoa-legumes	
	ru:цикорий-растворимый-гранулированный-классический	/category/ru:%D1%86%D0%B8%D0%BA%D0%BE%D1%80%D0%B8%D0%B9-%D1%80%D0%B0%D1%81%D1%82%D0%B2%D0%BE%D1%80%D0%B8%D0%BC%D1%8B%D0%B9-%D0%B3%D1%80%D0%B0%D0%BD%D1%83%D0%BB%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B9-%D0%BA%D0%BB%D0%B0%D1%81%D1%81%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9	
	fr:boule-de-campagne	/category/fr:boule-de-campagne	
	ru:горошек-зелёный-консервы-натуральные-стерилизованные	/category/ru:%D0%B3%D0%BE%D1%80%D0%BE%D1%88%D0%B5%D0%BA-%D0%B7%D0%B5%D0%BB%D1%91%D0%BD%D1%8B%D0%B9-%D0%BA%D0%BE%D0%BD%D1%81%D0%B5%D1%80%D0%B2%D1%8B-%D0%BD%D0%B0%D1%82%D1%83%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5-%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%BB%D0%B8%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5	
	ru:консервированный-зелёный-горошек-из-мозговых-сортов	/category/ru:%D0%BA%D0%BE%D0%BD%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B9-%D0%B7%D0%B5%D0%BB%D1%91%D0%BD%D1%8B%D0%B9-%D0%B3%D0%BE%D1%80%D0%BE%D1%88%D0%B5%D0%BA-%D0%B8%D0%B7-%D0%BC%D0%BE%D0%B7%D0%B3%D0%BE%D0%B2%D1%8B%D1%85-%D1%81%D0%BE%D1%80%D1%82%D0%BE%D0%B2	
	fr:haches-vegetaux	/category/fr:haches-vegetaux	
	ru:консервы-натуральные-стерилизованные-горошек-зелёный-из-мозговых-сортов-высший-сорт	/category/ru:%D0%BA%D0%BE%D0%BD%D1%81%D0%B5%D1%80%D0%B2%D1%8B-%D0%BD%D0%B0%D1%82%D1%83%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5-%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%BB%D0%B8%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5-%D0%B3%D0%BE%D1%80%D0%BE%D1%88%D0%B5%D0%BA-%D0%B7%D0%B5%D0%BB%D1%91%D0%BD%D1%8B%D0%B9-%D0%B8%D0%B7-%D0%BC%D0%BE%D0%B7%D0%B3%D0%BE%D0%B2%D1%8B%D1%85-%D1%81%D0%BE%D1%80%D1%82%D0%BE%D0%B2-%D0%B2%D1%8B%D1%81%D1%88%D0%B8%D0%B9-%D1%81%D0%BE%D1%80%D1%82	
	ru:крупа-гречневая-ядрица-быстроразваривающаяся-пропаренная-первый-сорт-гост-55290-2012	/category/ru:%D0%BA%D1%80%D1%83%D0%BF%D0%B0-%D0%B3%D1%80%D0%B5%D1%87%D0%BD%D0%B5%D0%B2%D0%B0%D1%8F-%D1%8F%D0%B4%D1%80%D0%B8%D1%86%D0%B0-%D0%B1%D1%8B%D1%81%D1%82%D1%80%D0%BE%D1%80%D0%B0%D0%B7%D0%B2%D0%B0%D1%80%D0%B8%D0%B2%D0%B0%D1%8E%D1%89%D0%B0%D1%8F%D1%81%D1%8F-%D0%BF%D1%80%D0%BE%D0%BF%D0%B0%D1%80%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F-%D0%BF%D0%B5%D1%80%D0%B2%D1%8B%D0%B9-%D1%81%D0%BE%D1%80%D1%82-%D0%B3%D0%BE%D1%81%D1%82-55290-2012	
	ru:крупа-манная-марки-м	/category/ru:%D0%BA%D1%80%D1%83%D0%BF%D0%B0-%D0%BC%D0%B0%D0%BD%D0%BD%D0%B0%D1%8F-%D0%BC%D0%B0%D1%80%D0%BA%D0%B8-%D0%BC	
	fr:mayon	/category/fr:mayon	
	ru:консервы-натуральные-стерилизованные-горошек-зеленый-из-мозговых-сортов-высший-сорт-гост-р-54050-2010	/category/ru:%D0%BA%D0%BE%D0%BD%D1%81%D0%B5%D1%80%D0%B2%D1%8B-%D0%BD%D0%B0%D1%82%D1%83%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5-%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%BB%D0%B8%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5-%D0%B3%D0%BE%D1%80%D0%BE%D1%88%D0%B5%D0%BA-%D0%B7%D0%B5%D0%BB%D0%B5%D0%BD%D1%8B%D0%B9-%D0%B8%D0%B7-%D0%BC%D0%BE%D0%B7%D0%B3%D0%BE%D0%B2%D1%8B%D1%85-%D1%81%D0%BE%D1%80%D1%82%D0%BE%D0%B2-%D0%B2%D1%8B%D1%81%D1%88%D0%B8%D0%B9-%D1%81%D0%BE%D1%80%D1%82-%D0%B3%D0%BE%D1%81%D1%82-%D1%80-54050-2010	
	ru:консервы-икра-из-кабачков-продукт-из-уваренных-кабачков-стерилизованный	/category/ru:%D0%BA%D0%BE%D0%BD%D1%81%D0%B5%D1%80%D0%B2%D1%8B-%D0%B8%D0%BA%D1%80%D0%B0-%D0%B8%D0%B7-%D0%BA%D0%B0%D0%B1%D0%B0%D1%87%D0%BA%D0%BE%D0%B2-%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%82-%D0%B8%D0%B7-%D1%83%D0%B2%D0%B0%D1%80%D0%B5%D0%BD%D0%BD%D1%8B%D1%85-%D0%BA%D0%B0%D0%B1%D0%B0%D1%87%D0%BA%D0%BE%D0%B2-%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%BB%D0%B8%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B9	
	ru:консервированные-персики	/category/ru:%D0%BA%D0%BE%D0%BD%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5-%D0%BF%D0%B5%D1%80%D1%81%D0%B8%D0%BA%D0%B8	
	ru:консервированные-фрукты	/category/ru:%D0%BA%D0%BE%D0%BD%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5-%D1%84%D1%80%D1%83%D0%BA%D1%82%D1%8B	
	pt:suplemento-alimentar	/category/pt:suplemento-alimentar	
	ru:драже-обогащенное-профилактическое-с-йодом	/category/ru:%D0%B4%D1%80%D0%B0%D0%B6%D0%B5-%D0%BE%D0%B1%D0%BE%D0%B3%D0%B0%D1%89%D0%B5%D0%BD%D0%BD%D0%BE%D0%B5-%D0%BF%D1%80%D0%BE%D1%84%D0%B8%D0%BB%D0%B0%D0%BA%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5-%D1%81-%D0%B9%D0%BE%D0%B4%D0%BE%D0%BC	
	ru:продукт-из-мяса-птицы-варёный-ветчина-с-индейкой-охлаждённый-продукт	/category/ru:%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%82-%D0%B8%D0%B7-%D0%BC%D1%8F%D1%81%D0%B0-%D0%BF%D1%82%D0%B8%D1%86%D1%8B-%D0%B2%D0%B0%D1%80%D1%91%D0%BD%D1%8B%D0%B9-%D0%B2%D0%B5%D1%82%D1%87%D0%B8%D0%BD%D0%B0-%D1%81-%D0%B8%D0%BD%D0%B4%D0%B5%D0%B9%D0%BA%D0%BE%D0%B9-%D0%BE%D1%85%D0%BB%D0%B0%D0%B6%D0%B4%D1%91%D0%BD%D0%BD%D1%8B%D0%B9-%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%82	
	ru:мясной-продукт-колбасное-изделие-варено-копченое-колбаса-варено-копченая	/category/ru:%D0%BC%D1%8F%D1%81%D0%BD%D0%BE%D0%B9-%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%82-%D0%BA%D0%BE%D0%BB%D0%B1%D0%B0%D1%81%D0%BD%D0%BE%D0%B5-%D0%B8%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D0%B5-%D0%B2%D0%B0%D1%80%D0%B5%D0%BD%D0%BE-%D0%BA%D0%BE%D0%BF%D1%87%D0%B5%D0%BD%D0%BE%D0%B5-%D0%BA%D0%BE%D0%BB%D0%B1%D0%B0%D1%81%D0%B0-%D0%B2%D0%B0%D1%80%D0%B5%D0%BD%D0%BE-%D0%BA%D0%BE%D0%BF%D1%87%D0%B5%D0%BD%D0%B0%D1%8F	
